observation_time,no2,temperature,humidity,wind_speed,wind_direction,pressure
2025-07-14T21:00+08:00,11,29,84,11,180,989
2025-07-14T22:00+08:00,11,28,84,8,225,989
2025-07-14T23:00+08:00,11,28,85,10,180,989
2025-07-13T00:00+08:00,13,27,93,7,135,991
2025-07-13T01:00+08:00,13,27,91,6,180,991
2025-07-13T02:00+08:00,13,26,92,18,180,991
2025-07-13T03:00+08:00,7,26,93,7,135,991
2025-07-13T04:00+08:00,7,26,93,10,180,991
2025-07-13T05:00+08:00,6,26,94,8,180,991
2025-07-13T06:00+08:00,12,26,95,12,180,991
2025-07-13T07:00+08:00,11,27,94,5,135,991
2025-07-13T08:00+08:00,9,29,86,14,180,992
2025-07-13T09:00+08:00,7,30,79,5,225,992
2025-07-13T10:00+08:00,6,31,71,8,180,992
2025-07-13T11:00+08:00,6,31,75,9,135,992
2025-07-13T12:00+08:00,6,32,65,12,225,992
2025-07-13T13:00+08:00,5,32,67,16,180,991
2025-07-13T14:00+08:00,5,33,65,13,135,991
2025-07-13T15:00+08:00,6,29,79,20,225,990
2025-07-13T16:00+08:00,9,29,81,8,270,989
2025-07-13T17:00+08:00,8,30,81,5,135,989
2025-07-13T18:00+08:00,7,30,81,7,135,990
2025-07-13T19:00+08:00,8,29,83,7,135,990
2025-07-13T20:00+08:00,11,28,86,10,135,990
2025-07-13T21:00+08:00,10,27,87,12,135,990
2025-07-13T22:00+08:00,11,27,88,12,135,991
2025-07-13T23:00+08:00,11,28,86,12,225,992
2025-07-12T00:00+08:00,27,26,87,5,180,988
2025-07-12T01:00+08:00,23,26,86,3,180,988
2025-07-12T02:00+08:00,23,26,91,4,135,988
2025-07-12T03:00+08:00,21,25,93,3,135,987
2025-07-12T04:00+08:00,18,25,94,5,135,987
2025-07-12T05:00+08:00,14,25,95,6,135,988
2025-07-12T06:00+08:00,15,25,94,5,90,988
2025-07-12T07:00+08:00,17,25,95,7,90,989
2025-07-12T08:00+08:00,18,26,95,8,135,989
2025-07-12T09:00+08:00,19,28,87,5,90,990
2025-07-12T10:00+08:00,16,30,80,6,180,990
2025-07-12T11:00+08:00,10,31,76,5,270,990
2025-07-12T12:00+08:00,9,31,77,9,135,990
2025-07-12T13:00+08:00,7,28,87,10,180,990
2025-07-12T14:00+08:00,8,29,87,8,180,989
2025-07-12T15:00+08:00,7,29,84,12,135,989
2025-07-12T16:00+08:00,8,29,80,11,180,989
2025-07-12T17:00+08:00,7,29,79,10,135,989
2025-07-12T18:00+08:00,8,28,91,9,180,989
2025-07-12T19:00+08:00,10,27,90,7,180,989
2025-07-12T20:00+08:00,10,27,89,11,225,990
2025-07-12T21:00+08:00,12,27,90,5,180,991
2025-07-12T22:00+08:00,13,27,91,8,135,991
2025-07-12T23:00+08:00,17,27,92,8,135,991
2025-07-11T00:00+08:00,18,25,95,12,225,983
2025-07-11T01:00+08:00,20,25,95,19,225,982
2025-07-11T02:00+08:00,17,25,96,15,270,981
2025-07-11T03:00+08:00,16,25,97,10,270,981
2025-07-11T04:00+08:00,15,24,97,10,315,981
2025-07-11T05:00+08:00,10,24,98,8,0,981
2025-07-11T06:00+08:00,13,24,98,13,0,982
2025-07-11T07:00+08:00,15,24,98,8,0,982
2025-07-11T08:00+08:00,19,25,98,10,315,983
2025-07-11T09:00+08:00,20,24,98,3,45,983
2025-07-11T10:00+08:00,18,25,98,4,0,984
2025-07-11T11:00+08:00,21,25,98,13,315,984
2025-07-11T12:00+08:00,18,25,98,8,0,984
2025-07-11T13:00+08:00,16,26,97,6,0,984
2025-07-11T14:00+08:00,12,27,91,9,0,984
2025-07-11T15:00+08:00,13,28,84,8,45,984
2025-07-11T16:00+08:00,15,28,80,10,45,984
2025-07-11T17:00+08:00,16,28,83,9,0,984
2025-07-11T18:00+08:00,16,27,82,8,45,985
2025-07-11T19:00+08:00,17,27,86,4,180,985
2025-07-11T20:00+08:00,17,26,86,1,90,986
2025-07-11T21:00+08:00,20,26,85,3,180,987
2025-07-11T22:00+08:00,26,26,88,5,180,987
2025-07-11T23:00+08:00,29,26,85,2,270,988
2025-07-10T00:00+08:00,5,23,95,3,270,985
2025-07-10T01:00+08:00,7,24,93,9,225,984
2025-07-10T02:00+08:00,8,25,91,12,225,982
2025-07-10T03:00+08:00,11,27,90,18,225,982
2025-07-10T04:00+08:00,11,27,90,13,225,982
2025-07-10T05:00+08:00,11,26,96,10,180,981
2025-07-10T06:00+08:00,12,27,93,14,225,981
2025-07-10T07:00+08:00,14,27,93,14,225,981
2025-07-10T08:00+08:00,16,27,93,16,225,982
2025-07-10T09:00+08:00,19,28,91,14,270,982
2025-07-10T10:00+08:00,15,28,89,13,270,982
2025-07-10T11:00+08:00,17,29,86,11,270,982
2025-07-10T12:00+08:00,17,28,83,19,225,982
2025-07-10T13:00+08:00,12,28,88,21,225,981
2025-07-10T14:00+08:00,10,26,93,8,90,980
2025-07-10T15:00+08:00,12,25,96,18,225,981
2025-07-10T16:00+08:00,12,25,97,22,315,982
2025-07-10T17:00+08:00,12,24,96,13,270,981
2025-07-10T18:00+08:00,24,24,97,9,270,981
2025-07-10T19:00+08:00,31,25,98,16,45,981
2025-07-10T20:00+08:00,17,24,97,7,45,981
2025-07-10T21:00+08:00,21,24,97,5,180,982
2025-07-10T22:00+08:00,21,24,96,3,180,982
2025-07-10T23:00+08:00,20,25,96,12,225,983
2025-07-09T00:00+08:00,13,28,85,19,270,988
2025-07-09T01:00+08:00,11,27,86,16,225,987
2025-07-09T02:00+08:00,9,27,87,17,225,987
2025-07-09T03:00+08:00,11,27,89,9,225,986
2025-07-09T04:00+08:00,13,27,90,10,225,986
2025-07-09T05:00+08:00,19,27,92,11,225,986
2025-07-09T06:00+08:00,17,27,92,7,270,986
2025-07-09T07:00+08:00,17,27,91,8,225,986
2025-07-09T08:00+08:00,17,29,85,7,270,987
2025-07-09T09:00+08:00,14,30,73,4,45,987
2025-07-09T10:00+08:00,10,31,73,7,225,987
2025-07-09T11:00+08:00,10,32,68,17,270,987
2025-07-09T12:00+08:00,10,33,63,9,270,986
2025-07-09T13:00+08:00,8,34,58,13,270,985
2025-07-09T14:00+08:00,8,34,57,10,270,984
2025-07-09T15:00+08:00,8,33,59,18,270,983
2025-07-09T16:00+08:00,7,34,57,15,270,982
2025-07-09T17:00+08:00,7,33,60,9,225,982
2025-07-09T18:00+08:00,8,33,64,17,180,981
2025-07-09T19:00+08:00,8,31,70,19,180,982
2025-07-09T20:00+08:00,9,30,75,28,180,983
2025-07-09T21:00+08:00,8,29,79,28,225,983
2025-07-09T22:00+08:00,7,29,81,22,225,984
2025-07-09T23:00+08:00,8,24,92,32,315,986
