observation_time,no2,temperature,humidity,wind_speed,wind_direction,pressure
2025-07-14T19:00+08:00,9,31,72,17,270,998
2025-07-14T20:00+08:00,9,30,79,12,270,999
2025-07-14T21:00+08:00,9,30,80,9,270,1000
2025-07-14T22:00+08:00,10,30,80,7,180,1000
2025-07-14T23:00+08:00,10,29,83,7,270,1000
2025-07-13T00:00+08:00,14,28,87,5,90,1002
2025-07-13T01:00+08:00,12,28,89,3,270,1002
2025-07-13T02:00+08:00,13,28,89,5,180,1002
2025-07-13T03:00+08:00,12,28,91,7,180,1001
2025-07-13T04:00+08:00,13,27,92,5,270,1001
2025-07-13T05:00+08:00,14,27,91,9,270,1002
2025-07-13T06:00+08:00,13,27,89,5,270,1002
2025-07-13T07:00+08:00,13,27,88,5,270,1002
2025-07-13T08:00+08:00,14,29,81,5,180,1003
2025-07-13T09:00+08:00,10,31,71,4,180,1003
2025-07-13T10:00+08:00,7,32,65,10,180,1003
2025-07-13T11:00+08:00,5,32,65,16,135,1003
2025-07-13T12:00+08:00,4,32,66,17,180,1002
2025-07-13T13:00+08:00,4,30,76,10,270,1002
2025-07-13T14:00+08:00,5,28,86,13,225,1002
2025-07-13T15:00+08:00,6,31,70,9,135,1002
2025-07-13T16:00+08:00,6,30,73,6,270,1001
2025-07-13T17:00+08:00,7,31,72,6,270,1000
2025-07-13T18:00+08:00,7,31,76,10,180,1000
2025-07-13T19:00+08:00,7,30,78,10,135,1001
2025-07-13T20:00+08:00,8,30,76,18,135,1001
2025-07-13T21:00+08:00,9,29,79,7,180,1001
2025-07-13T22:00+08:00,9,29,82,10,180,1002
2025-07-13T23:00+08:00,10,29,84,7,270,1003
2025-07-12T00:00+08:00,36,26,94,4,225,999
2025-07-12T01:00+08:00,33,26,93,4,270,999
2025-07-12T02:00+08:00,33,26,91,3,90,998
2025-07-12T03:00+08:00,31,26,93,3,270,998
2025-07-12T04:00+08:00,29,26,94,0,0,998
2025-07-12T05:00+08:00,29,26,94,1,90,999
2025-07-12T06:00+08:00,28,26,93,3,45,999
2025-07-12T07:00+08:00,29,27,91,4,45,1000
2025-07-12T08:00+08:00,35,27,89,5,45,1000
2025-07-12T09:00+08:00,38,29,83,6,135,1001
2025-07-12T10:00+08:00,27,30,77,5,45,1001
2025-07-12T11:00+08:00,13,31,73,7,135,1001
2025-07-12T12:00+08:00,10,31,71,3,90,1001
2025-07-12T13:00+08:00,8,28,83,14,135,1001
2025-07-12T14:00+08:00,8,29,81,11,180,1000
2025-07-12T15:00+08:00,10,29,79,14,135,1000
2025-07-12T16:00+08:00,9,30,81,13,180,1000
2025-07-12T17:00+08:00,7,29,79,12,180,1000
2025-07-12T18:00+08:00,7,30,78,15,135,1000
2025-07-12T19:00+08:00,6,29,79,9,180,1000
2025-07-12T20:00+08:00,9,28,84,9,180,1001
2025-07-12T21:00+08:00,10,28,87,10,180,1001
2025-07-12T22:00+08:00,11,28,87,3,315,1002
2025-07-12T23:00+08:00,11,28,86,6,90,1002
2025-07-11T00:00+08:00,25,26,96,6,270,994
2025-07-11T01:00+08:00,17,26,96,18,270,993
2025-07-11T02:00+08:00,17,26,95,17,270,992
2025-07-11T03:00+08:00,17,26,95,13,270,992
2025-07-11T04:00+08:00,16,25,95,9,0,992
2025-07-11T05:00+08:00,9,25,93,11,315,992
2025-07-11T06:00+08:00,9,25,92,2,0,993
2025-07-11T07:00+08:00,13,26,93,5,90,993
2025-07-11T08:00+08:00,15,26,92,3,270,994
2025-07-11T09:00+08:00,18,26,93,7,270,995
2025-07-11T10:00+08:00,18,26,94,5,45,995
2025-07-11T11:00+08:00,14,25,95,8,45,995
2025-07-11T12:00+08:00,17,26,90,12,45,995
2025-07-11T13:00+08:00,22,27,90,5,45,995
2025-07-11T14:00+08:00,22,28,85,10,45,995
2025-07-11T15:00+08:00,21,27,86,17,135,995
2025-07-11T16:00+08:00,21,27,87,3,270,995
2025-07-11T17:00+08:00,23,26,95,9,0,995
2025-07-11T18:00+08:00,24,26,92,4,315,996
2025-07-11T19:00+08:00,23,26,90,5,0,996
2025-07-11T20:00+08:00,30,26,95,4,270,997
2025-07-11T21:00+08:00,33,26,95,5,270,998
2025-07-11T22:00+08:00,35,26,94,5,270,998
2025-07-11T23:00+08:00,36,26,93,3,315,999
2025-07-10T00:00+08:00,9,26,86,3,180,996
2025-07-10T01:00+08:00,10,26,89,5,135,995
2025-07-10T02:00+08:00,13,26,94,14,225,993
2025-07-10T03:00+08:00,13,26,95,9,270,993
2025-07-10T04:00+08:00,14,27,96,13,270,993
2025-07-10T05:00+08:00,14,27,95,10,315,992
2025-07-10T06:00+08:00,14,28,94,13,225,992
2025-07-10T07:00+08:00,10,28,94,15,270,992
2025-07-10T08:00+08:00,11,28,90,14,225,993
2025-07-10T09:00+08:00,13,30,84,11,270,993
2025-07-10T10:00+08:00,12,31,79,9,225,993
2025-07-10T11:00+08:00,10,31,76,13,270,993
2025-07-10T12:00+08:00,9,32,72,12,270,992
2025-07-10T13:00+08:00,7,33,66,11,315,991
2025-07-10T14:00+08:00,7,33,65,7,270,990
2025-07-10T15:00+08:00,6,27,92,22,90,991
2025-07-10T16:00+08:00,11,26,90,10,90,992
2025-07-10T17:00+08:00,17,25,95,9,270,992
2025-07-10T18:00+08:00,23,26,96,8,315,992
2025-07-10T19:00+08:00,18,26,94,10,0,992
2025-07-10T20:00+08:00,23,26,92,3,45,992
2025-07-10T21:00+08:00,22,26,94,4,270,993
